730.1 714.67 727.65 550.57 530.14 547.98 456.87 434.21 454.17 415.64 397.06 411.7 541.6 524.47 536.72 357.69 336.32 354.8 263.38 239.81 261.29 224.04 202.62 221 470.3 451.12 464.94 277.37 254.25 273.33 184.2 160.05 180.48 153.03 132.47 150.65 424.77 408.88 419.36 237.86 217.72 231.96 145.17 123.22 139.35 95.15 75.874 90.248 -102.02 1286.8 83.585 -134.89 1654.8 109.02 -150.44 1885.7 120.36 -140.07 1977.3 113.25 -106.6 1435.2 90.808 -144.02 2069 133.24 -167 2405.1 157.67 -159.42 2734.2 158.72 -105.15 1207 87.316 -140.39 2064.4 137.1 -158.98 2654 163.62 -143.07 3054.2 162.25 -93.996 1160.7 66.127 -123.94 2021.1 112.7 -144.89 2724.6 144.25 -143.14 3288 160.6 372.47 10315 266.1 481.45 14094 318.2 514.78 16718 340.35 555.33 17699 387.77 362.89 11362 385.61 608.62 13522 556.45 749.81 13884 696.72 834.93 15988 797.24 317.31 10295 253.77 547.03 12619 725.97 707.17 14124 925.39 827.48 17198 1051.5 299.27 11206 224.15 484.53 19012 843.79 644.98 19880 1114.4 793.29 18084 1294.7 117.07 168.82 117.8 -63.764
543.93 513.53 542.25 356.3 324.91 355.8 272.6 242.68 272.12 248.48 225.28 245.42 323.96 289.51 321.73 162.98 129.18 162.56 126.69 99.581 127.01 122.86 100.95 123.62 247.48 215.53 245.07 87.506 54.917 86.151 80.053 54.255 80.55 108.14 92.308 111 225.48 198.4 219.79 74.877 47.22 70.846 70.745 47.962 69.536 114.79 97.14 118.73 -193.05 2507.4 167.33 -205.67 2750.9 184.27 -201.69 2683.3 179.25 -179.14 2578.7 157.33 -236.25 3085.1 211.24 -248.86 3472 236.9 -228.87 3625.3 220.85 -200.6 3632.5 196.57 -231.49 3237.1 208.25 -254.92 3914.2 251.64 -222.85 4062.5 225.41 -177.58 4009.4 185.84 -198.18 3288.5 176.71 -222.56 4223.5 229.78 -197.46 4337.8 213.61 -144.12 4291.8 167.65 677.7 20757 547.58 691.03 21779 578.44 686.2 20948 584.3 678.14 20258 597.09 915.59 23936 711.51 1065.1 23187 943.65 1143.9 23956 1023.2 1152.9 24249 1054.8 1022.8 22521 777.1 1252.5 23575 1084.6 1319 26729 1145.6 1321.6 25534 1155.9 1041.7 22269 864.95 1345 26364 1222 1427 27716 1256.3 1457.4 32619 1251.8 197.41 -83.328 110.05 -18.95
554.21 515.62 540.07 373.6 332.42 361.67 286.56 247.28 276.54 271.54 239.21 264.02 335.97 292.97 320.83 178.71 135.78 169.08 120.33 83.124 118.13 113.53 83.124 113.5 271.3 236.11 257.12 95.034 54.574 86.92 64 34.161 66.134 78.368 52.955 85.646 258.94 234.67 247.11 82.949 54.324 78.083 54.554 33.977 59.679 73.692 44.524 84.924 -193.92 2281.7 166.28 -210.06 2563.1 190.91 -209.17 2620.4 192.87 -175.66 2567.9 162.9 -223.33 2633.7 192.5 -237.93 3102.4 220.08 -228.86 3361.6 219.21 -201.54 3420.6 201.37 -203.76 2583.3 172.24 -241.15 3376.9 225.09 -217.69 3618.1 211.07 -180.41 3619.9 185.29 -163.59 2499.1 129.81 -203.39 3469.3 186.41 -186.72 3782.9 181.21 -149.06 3883.8 155.61 669.13 12750 681.63 707.78 16851 651.97 716.51 17279 640.58 709.03 25837 674.39 788.11 17229 764.37 1006.8 16303 958.32 1125.2 16598 1025.2 1142.6 16321 1070.9 821.89 15057 769.8 1129.6 15752 1051.6 1252.3 15959 1121.1 1267 16184 1146.5 823.49 15044 780.9 1207 15057 1117.6 1362.1 17322 1183.4 1408.7 25255 1215.4 166.15 -10.734 121.43 -50.148
471.76 431.6 466.1 297.7 252.42 289.29 218.29 173.4 206.8 205.06 166.7 196.51 265.61 226.54 262.16 128.05 84.427 120.56 98.968 62.04 90.627 94.132 63.98 86.909 232.1 197.3 222.92 70.779 29.399 60.43 62.097 28.653 54.655 88.262 69.684 87.304 223.89 192.46 209.71 63.851 29.399 54.129 56.998 28.653 51.671 101.43 71.809 105.51 -218.22 2664.8 205.72 -248.93 2960.6 228.7 -256.67 3019.2 224.34 -226.37 2991 191.33 -224.48 2878.2 219.24 -252.08 3311.7 246.62 -239.24 3496.8 227.89 -218.69 3633.6 205.76 -196.86 2697.6 182.35 -237.17 3405.1 239.59 -212.87 3556.8 214.26 -171.06 3654.8 174.83 -160.65 2543.4 140.5 -195 3313.7 207.72 -174.71 3390.3 193.53 -119.59 3497.7 145.23 812.01 16139 661.21 904.88 18403 691.67 890.33 18858 724.03 886.74 24390 774.9 932.49 17784 725.35 1019.1 18323 947.54 1064.1 18180 1045.7 1088.8 18052 1135.6 831.06 17599 742.76 1022.4 17242 1051.1 1069.6 17646 1143 1093.1 18182 1222.5 768.48 23123 773.97 957.31 20473 1131 1002.8 14545 1196.1 1040.8 22978 1264.1 150.02 -17.88 172.77 41.076
654.76 636.82 650.98 489.59 471.5 486.49 402.37 384.1 399.07 369.19 353.77 365.9 451.43 429.65 444.66 306.85 283.78 300.9 238.57 214.6 232.46 214.77 194.52 209.85 367.92 346.69 360.87 221.37 196.17 214.77 165.57 140.12 159.43 151.81 130.15 147.37 326.99 309.27 320.44 178.55 157.89 173.31 130.6 111.7 127.75 105.58 87.916 104.75 -117.93 1727.7 111.7 -119.97 1855.1 123.87 -118.17 1794 125.52 -105.84 1723.6 113.18 -146.57 2052.8 130 -157.47 2488 156.25 -158.71 2626.4 164.71 -144.61 2608.3 158.28 -145.39 2106.3 126.35 -170.12 2803.2 170.33 -169.65 2957.1 178.44 -154.5 2935.4 172.82 -128.86 2159.2 108.44 -159.83 3075 162.75 -159.94 3278.7 174.03 -154.97 3342 182.03 485.12 12440 519.45 468.18 14743 539.11 457.13 14834 548.69 419.32 15700 555.56 628.15 13831 609.6 716.54 15132 852.25 740.32 15615 941.93 708.3 16201 988.93 674.93 12740 653.86 838.27 15104 994.7 865.13 15391 1091.3 840.96 15440 1130.6 699.11 13627 726.4 938.8 15785 1155.4 992.57 15923 1255.2 998.94 15869 1298.4 140.67 40.748 62.195 60.761
483.25 436.25 478.12 310.6 251.59 298.02 228.12 167.95 211.11 211.74 159.94 194.3 264.03 218.57 266.25 138.41 84.885 130.51 122.05 76.361 110.87 118.34 76.427 106.5 188.78 142.1 186.54 85.605 41.033 78.421 96.366 60.866 87.245 128.98 100.22 121.89 176.89 138.88 169.29 76.493 41.033 66.591 92.53 63.368 82.512 154.82 115.04 150.69 -197.55 2158 221.02 -258.06 2610.5 250.1 -284.6 2833.4 250.36 -267.74 2927.8 217.77 -196.48 2411.9 243.12 -253.96 2899.6 266.69 -247.64 3118.3 236.26 -239.02 3179.3 214.06 -197.3 2258.2 236.51 -232.96 3019.3 253.14 -212.95 3152.5 209.59 -181.98 3120 167.09 -166.71 2138.4 197.03 -190.67 3008.5 216.25 -170.59 3096.5 178.21 -118.09 3104.9 115.5 567.15 15313 648.34 651.95 18678 701.29 688.62 19071 729.8 662.83 22489 765.39 682.61 16198 711.69 780.07 17394 973.9 796.55 19286 1081.3 750.06 20945 1147.1 602.11 16541 724.45 809.28 17433 1077.7 822.36 20745 1187.3 773.64 21254 1235.9 522.01 19120 742.42 776.81 18533 1164 790.23 18594 1267.9 764.88 37220 1316.8 165.09 14.453 190.58 107.82
677.4 661.85 686.2 541.69 524.33 547.47 446.9 426.46 449.86 403.56 384.88 407.72 450.4 437.08 460.29 320.99 302.4 327.89 232.91 210.35 235.86 194.21 172.15 199.01 406.24 397.61 413.57 256.36 243.1 262.81 161.74 143.22 164.55 124.4 106.97 129.84 382.36 375.71 386.8 230.57 219.89 234.3 144.79 129.32 144.45 95.576 80.034 98.199 -77.736 1461.4 115.47 -102.71 1640.5 119.57 -134.01 2018.8 129.38 -134.01 2243.5 117.42 -86.714 1849.6 142.1 -132.74 2201.7 162.42 -172.32 2746.4 179.87 -179.84 3276.2 175.33 -66.948 1459.4 110.75 -118.88 2310.9 152.73 -167.1 3083.6 179.12 -178.37 3703.4 179.9 -48.789 1263.1 80.65 -89.578 2407.1 121.26 -134.94 3288.9 146.87 -155.81 4131.4 159.62 482.06 11950 376.42 535.84 15362 338.8 675.22 15816 371.35 778.51 18002 426.85 600.69 16093 503.1 717.27 14058 633.44 893.25 16315 818.68 1044.4 23235 972.23 469.6 7459.1 496.18 759.99 11154 775.03 965.52 17347 1009.6 1131.6 25290 1183.6 381.12 6341.8 482.98 708.6 11154 926.57 941.4 18104 1217 1156.7 37649 1445.3 143.25 21.979 89.837 20.522
630.41 584.41 621.84 456.73 407.22 443.58 386.89 338.08 372.03 349.75 305.91 335.4 389.22 329.05 375.33 227.11 164.34 207.97 198.39 156.05 187.58 181.7 132.38 174.52 311.23 247.75 303.73 164.75 103.17 153.16 143.9 92.052 141.01 163.28 64.472 166.98 269.2 214.11 267.72 123.44 57.179 113.35 105.79 57.179 105.59 137.99 3.5948 157.97 -165.23 1833.3 173.73 -193.64 2202.2 195.42 -200.55 2409.9 194 -189.86 2648.9 172.76 -205.16 2158 220.7 -230.15 2651.2 242.32 -201.53 3064.7 210.44 -177.24 3480.2 182.52 -210.68 2304.1 221.04 -214.94 2497.9 226.45 -179.29 3102.4 189.94 -126.53 3611.6 132.97 -185.76 2591.6 198.72 -191.88 2519.4 206.22 -159.59 2865.9 174.62 -92.806 3519.4 101.87 501.84 20150 375.53 588.49 26686 384.09 649 32292 325.88 683.33 25164 389.85 599.73 52109 504.95 760.77 54992 650.34 803.37 51967 810.46 821.54 49572 967.02 515.99 53764 388.99 737.69 49736 789.73 871.35 57081 1007.7 917.1 59011 1214.9 518.11 47167 289.63 715.97 43818 762.28 883.24 58204 1016.1 966.57 63020 1336.4 337.57 74.805 205.08 105.96
672.36 651.45 670.31 462.11 437.97 462.71 363.41 338.43 363.41 323.81 302.51 323.14 492.64 471.86 489.07 275.7 249.61 274.95 179.42 153.27 178.67 138.99 115.45 137.46 429.12 408.97 432.27 204.44 178.64 209.23 127.8 107.83 132.51 106.1 88.451 110.79 382.98 365.78 389.53 165.88 142.73 171.81 104.82 89.063 112.28 80.911 72.018 90.048 -127.86 1747.3 120.91 -148.15 2114.9 159.49 -151.4 2126.9 166.74 -141.54 2127 153.87 -141.62 2106.5 124.21 -178.88 2872.4 183.87 -191.7 3247.8 203.18 -184.96 3507.9 199.21 -126.85 1872.2 125.36 -173.18 2938 185.58 -175.31 3701.2 188.84 -160.45 4063.2 176.38 -111.46 2475.5 107.23 -157.21 3358.7 157.87 -154.44 4043 149.66 -143.21 4770.3 139.02 391.45 16295 340.79 469.22 16563 444.76 493.9 15960 513.18 491.21 16640 539.94 640.64 12225 577.86 842.23 20778 796.88 1028.3 26599 833.67 1105.8 29295 920.66 766.54 17787 294.76 1097.2 18878 795.05 1340.1 21172 1040.3 1453.4 25022 1149.8 815.95 32893 164.1 1265.5 37664 824.14 1612.2 36400 1194.4 1839.5 35748 1411.5 194.48 -158.3 126.57 -5.864
798.74 792.87 800.83 605.52 598.8 608.42 509.15 502.97 512.73 468.81 463.76 473 671.48 636.88 647.11 497.21 454.62 465.71 408.93 357.76 369.79 367.34 314.32 325.09 614.51 545.19 557.6 450.96 361.74 376.61 373.23 266.23 282.8 338.93 226.23 242.09 569.2 491.45 501.25 417.21 310.38 320.77 350.25 216.56 228.25 319.06 163.66 178.24 -19.646 506.24 29.862 -26.084 640.08 41.759 -21.93 708.75 38.49 -9.372 609.16 24.495 -35.737 760.6 47.197 -51.58 1034.6 69.246 -65.033 1250.7 84.525 -60.105 1335.7 81.169 -65.284 1160.5 66.722 -90.877 1621.7 98.477 -112.04 1940.8 119.42 -110.91 2024.9 120.79 -72.853 1539.3 60.394 -110.11 2268.3 104.16 -140.21 2753.5 133.37 -152.08 3009 148.87 136.22 2854.1 245.62 167.06 4547.4 318.86 187.46 4114.4 358.23 143.99 8632.8 339.04 119.98 13081 356.08 186.93 13377 552.56 256.68 15205 697.08 250.71 18978 752.4 118.09 19890 378.2 192.21 20375 685.23 264.33 22139 849.39 264.04 25048 907.09 103.3 27015 515.28 197.32 32181 923.3 269.28 33852 1094.4 277.18 41752 1159.2 128.95 189.52 60.073 131.35
